FIRMA;DIL;Login;WaitTime;WaitCount;CustomMaxAnswered;MEDIATION_DURATION;SAAT
3;2;9;0;0;97;11;12
1;1;95;381;64;422;355;12
3;1;51;298;32;324;374;12
1;2;32;0;0;223;0;12
1;1;96;384;64;389;379;12
1;1;95;394;62;422;314;12
4;2;12;0;0;18;1;12
1;1;95;303;60;364;356;12
1;1;96;371;64;389;405;12
1;2;33;0;0;223;0;12
4;1;32;316;19;519;359;12
2;2;27;0;0;9;61;12
1;1;95;340;64;339;379;12
2;2;27;0;0;119;0;12
3;1;50;321;38;413;316;12
1;1;94;382;63;389;353;12
1;2;33;0;0;30;0;12
3;1;52;283;33;314;401;12
4;1;32;278;21;499;352;12
1;1;95;363;64;365;404;12
3;1;51;212;29;462;274;12
3;1;52;296;35;352;362;12
1;1;95;345;64;347;377;12
1;2;16;0;0;223;0;12
1;1;86;489;78;525;425;11
4;1;32;307;18;519;367;12
4;2;12;0;0;57;1;12
3;1;52;245;33;448;301;12
3;2;11;0;0;93;45;12
3;1;50;227;28;462;248;12
3;1;52;235;34;448;312;12
3;1;50;230;29;462;225;12
2;2;27;0;0;3;3;12
3;1;51;376;30;462;283;12
3;1;52;292;34;352;309;12
1;1;94;360;63;375;370;12
1;1;95;380;63;389;382;12
1;1;94;378;65;389;386;12
1;1;92;279;48;485;294;12
1;1;92;298;50;485;301;12
1;1;95;341;64;342;390;12
3;1;51;188;30;462;302;12
1;1;94;292;54;439;352;12
1;1;94;376;61;389;372;12
1;2;32;0;0;223;0;12
1;1;94;285;58;364;361;12
1;2;33;0;0;223;1;12
4;1;32;290;22;499;373;12
3;1;52;197;31;448;291;12
1;1;94;369;64;365;404;12
1;1;96;424;63;503;312;12
3;1;51;338;27;462;232;12
3;1;52;281;34;352;292;12
2;2;27;0;0;40;0;12
1;1;95;325;56;388;385;12
2;2;27;0;0;3;1;12
1;1;94;301;63;364;382;12
1;1;93;311;60;402;388;12
1;2;33;0;0;51;15;12
3;2;9;0;0;145;1;12
3;1;51;233;32;462;302;12
3;1;51;338;38;377;398;12
4;1;31;297;19;509;333;12
3;1;52;280;34;448;289;12
3;2;9;0;0;93;8;12
1;1;95;332;62;339;381;12
3;2;11;0;0;93;50;12
1;1;94;369;56;503;291;12
1;1;95;289;55;373;370;12
1;1;104;474;77;511;432;12
3;1;51;201;30;462;294;12
1;1;95;321;57;384;382;12
2;2;27;0;0;40;1;12
4;1;31;322;20;499;353;12
1;1;95;318;63;356;400;12
3;1;52;293;35;352;292;12
1;2;32;0;0;51;0;12
3;1;52;273;33;352;295;12
3;1;51;202;31;462;270;12
3;1;52;283;34;448;289;12
1;1;93;288;47;479;298;12
1;2;16;0;0;223;0;12
1;1;94;376;57;503;279;12
4;1;31;386;21;499;321;12
1;1;95;338;62;375;399;12
4;1;32;309;21;499;297;12
1;2;33;0;0;223;1;12
1;1;94;297;61;356;407;12
3;1;52;245;34;448;303;12
1;1;95;331;59;373;385;12
1;1;103;323;83;525;440;12
2;2;27;0;0;119;9;12
1;1;93;287;48;485;289;12
1;2;16;0;0;51;16;12
1;1;94;290;56;373;377;12
3;1;52;286;33;433;311;12
3;1;51;217;31;462;286;12
2;2;27;0;0;89;0;12
4;1;31;316;18;499;351;12
3;2;11;0;0;93;0;12
4;1;32;401;23;522;439;12
1;2;33;0;0;223;1;12
3;1;51;325;26;462;214;12
1;1;95;292;57;369;381;12
3;1;52;274;35;448;303;12
2;1;41;390;24;465;543;12
3;1;52;207;34;448;305;12
4;2;11;0;0;70;1;12
4;1;32;283;15;519;315;12
4;2;12;0;0;57;1;12
3;1;51;185;30;462;302;12
1;1;93;270;55;462;334;12
4;1;31;272;23;522;512;12
3;2;11;0;0;82;3;12
3;1;52;246;34;448;302;12
4;1;31;331;20;499;349;12
2;2;27;0;0;89;1;12
1;1;104;467;78;511;470;12
1;1;94;273;51;485;327;12
1;1;94;285;58;364;369;12
1;1;96;374;58;503;289;12
1;1;93;284;46;479;296;12
1;2;32;0;0;66;28;12
4;2;12;0;0;57;1;12
4;1;31;332;20;499;350;12
1;1;87;478;75;525;387;11
1;1;92;302;54;471;341;12
3;1;52;274;35;448;292;12
3;1;51;299;27;462;194;12
3;2;11;0;0;93;0;12
3;1;51;324;27;462;247;12
3;1;50;261;29;462;210;12
3;1;50;273;29;462;189;12
1;1;105;476;74;511;426;12
4;2;12;0;0;206;0;12
3;1;51;377;31;462;294;12
4;1;31;311;19;509;347;12
3;1;51;266;29;462;202;12
1;1;95;308;51;485;293;12
4;1;32;272;17;519;333;12
3;1;52;206;33;448;296;12
4;2;12;0;0;206;22;12
4;2;12;0;0;70;0;12
4;2;11;0;0;70;5;12
1;1;95;327;59;373;382;12
1;1;95;304;50;485;287;12
3;1;50;228;29;462;278;12
1;1;93;305;56;439;351;12
4;1;32;300;19;519;389;12
3;1;51;197;31;462;288;12
1;2;32;0;0;34;0;12
3;1;50;229;28;462;196;12
2;1;39;338;26;542;334;12
1;2;33;0;0;51;1;12
1;1;94;274;51;485;335;12
1;1;94;307;59;436;364;12
1;2;32;0;0;51;18;12
1;1;93;287;50;485;312;12
4;1;32;256;16;519;346;12
1;1;103;478;77;511;426;12
2;2;27;0;0;119;38;12
1;1;93;275;52;485;328;12
3;2;9;0;0;145;1;12
3;1;51;233;32;462;304;12
4;2;12;0;0;70;0;12
1;1;93;291;51;471;340;12
3;2;9;0;0;93;63;12
3;2;11;0;0;93;0;12
1;2;32;0;0;34;50;12
1;1;103;472;73;511;376;12
1;1;93;288;50;471;329;12
3;1;51;296;26;462;219;12
1;1;95;321;57;388;381;12
4;1;32;297;14;519;320;12
1;1;93;287;47;479;268;12
1;1;94;347;54;503;306;12
1;1;93;274;55;462;362;12
3;2;11;0;0;73;80;12
1;1;92;281;47;479;305;12
1;2;33;0;0;223;9;12
3;1;51;385;32;462;306;12
1;1;94;286;53;439;340;12
3;1;51;201;30;462;302;12
1;1;93;297;53;471;345;12
4;1;32;254;16;519;330;12
1;1;95;385;57;503;282;12
4;2;11;0;0;70;51;12
3;1;51;272;29;462;205;12
3;1;50;228;29;462;241;12
3;1;51;211;29;462;271;12
4;1;32;298;15;519;303;12
1;1;95;325;54;485;275;12
1;2;32;0;0;51;0;12
3;1;51;212;30;462;284;12
1;1;93;284;51;485;307;12
1;2;16;0;0;51;0;12
1;1;93;288;48;479;320;12
3;1;51;227;32;462;289;12
4;1;32;383;21;522;418;12
4;1;32;444;17;519;334;12
4;1;32;254;15;519;334;12
3;1;51;323;28;462;231;12
4;2;11;0;0;70;17;12
1;2;16;0;0;34;4;12
4;1;32;436;18;519;328;12
1;1;102;472;75;511;468;12
1;1;103;472;75;511;470;12
4;1;32;497;18;519;302;12
3;1;51;310;29;462;204;12
1;2;33;0;1;22;12;12
1;1;93;271;50;485;321;12
1;1;94;306;53;485;286;12
3;1;50;230;28;462;244;12
3;1;51;426;38;398;417;12
3;1;50;230;28;462;243;12
1;1;95;329;55;503;300;12
2;2;27;0;0;119;1;12
3;1;51;214;30;462;282;12
1;1;92;285;46;479;300;12
1;1;92;277;47;485;293;12
3;2;9;0;0;3;0;12
3;2;11;0;0;3;1;12
1;1;95;306;52;485;279;12
1;1;105;435;82;484;479;12
1;1;94;311;51;485;277;12
3;1;51;411;30;431;327;12
4;2;11;0;0;70;56;12
4;2;12;0;0;70;0;12
1;2;33;0;0;22;64;12
1;1;103;471;78;511;459;12
3;1;51;328;26;462;214;12
2;2;27;0;0;119;0;12
3;2;11;0;0;145;0;12
3;2;11;0;0;82;91;12
3;1;50;293;35;367;323;12
4;1;32;417;17;519;321;12
1;2;32;0;0;51;0;12
3;1;48;311;35;367;367;12
1;1;95;366;55;503;302;12
3;1;49;341;38;413;308;12
2;2;27;0;0;119;1;12
1;1;94;464;69;503;315;12
1;1;93;295;49;485;308;12
3;1;51;341;35;377;384;12
2;2;27;0;0;121;0;12
2;1;40;376;30;542;460;12
3;1;51;305;36;377;409;12
1;1;94;274;51;485;327;12
4;1;31;308;21;522;482;12
4;2;12;0;0;70;0;12
2;2;27;0;0;119;0;12
3;1;51;287;27;462;218;12
4;1;32;427;20;445;492;12
4;1;31;329;23;522;423;12
2;2;27;0;0;119;1;12
3;1;51;305;28;462;203;12
1;1;95;422;63;503;312;12
1;1;94;443;67;511;370;12
3;1;50;257;28;462;201;12
1;1;94;285;52;485;309;12
1;1;94;423;63;503;317;12
1;1;92;283;47;479;297;12
4;1;31;234;23;522;517;12
1;1;104;458;77;511;448;12
3;1;51;300;27;462;217;12
2;2;27;0;0;119;30;12
1;1;95;453;65;503;314;12
1;1;94;312;52;485;277;12
4;1;32;488;16;519;275;12
4;2;12;0;0;206;1;12
4;1;32;431;21;445;497;12
1;1;85;387;66;374;499;11
3;2;11;0;0;82;16;12
4;2;12;0;0;206;69;12
4;2;11;0;0;70;0;12
1;1;105;407;65;511;350;12
3;1;51;423;28;462;238;12
1;1;92;305;48;485;302;12
1;1;106;427;82;463;472;12
1;1;93;283;51;485;328;12
1;1;94;293;52;485;330;12
3;1;51;392;28;462;279;12
2;2;27;12;1;119;87;12
4;1;31;332;23;522;419;12
3;1;51;287;26;462;213;12
3;1;51;427;28;462;232;12
3;1;51;319;27;462;232;12
3;1;51;325;26;462;243;12
1;1;105;458;77;511;404;12
2;2;27;0;0;72;117;12
3;1;51;380;30;462;312;12
1;1;94;288;52;485;321;12
1;1;94;336;58;485;295;12
1;1;94;330;56;503;279;12
4;1;31;272;23;522;477;12
3;1;52;397;38;431;432;12
1;1;94;476;69;503;328;12
1;1;94;338;56;503;306;12
1;1;94;332;56;485;287;12
3;2;11;0;0;73;22;12
3;1;51;368;35;391;395;12
4;1;32;407;16;519;317;12
1;2;33;0;0;51;1;12
4;1;32;490;18;519;303;12
2;2;27;0;0;119;0;12
3;1;51;385;30;431;345;12
4;2;12;0;0;206;1;12
3;1;51;333;38;377;398;12
3;1;51;327;29;462;237;12
2;1;40;397;29;542;410;12
3;1;51;432;30;446;328;12
4;2;12;0;0;206;1;12
3;1;51;361;37;377;399;12
3;2;11;0;0;145;55;12
1;1;104;380;86;525;454;12
3;2;11;0;0;145;1;12
1;1;105;497;77;511;439;12
3;1;51;408;38;431;444;12
4;1;32;389;17;519;285;12
1;1;104;431;77;472;468;12
4;1;32;417;18;519;259;12
4;2;12;0;0;206;1;12
1;2;33;0;0;51;0;12
2;2;27;0;0;119;76;12
3;1;51;389;37;391;420;12
2;1;40;390;28;542;406;12
1;1;103;471;74;511;450;12
1;1;95;388;73;525;364;12
3;1;51;392;31;431;345;12
4;2;12;0;0;206;0;12
4;1;31;449;23;522;287;12
4;1;31;356;22;522;422;12
4;2;12;0;0;206;0;12
1;1;105;497;77;511;433;12
2;1;38;537;30;539;444;12
3;2;11;0;0;57;71;12
3;1;50;314;37;367;375;12
4;2;12;0;0;86;205;12
2;2;27;0;0;32;34;12
3;1;52;417;28;462;266;12
3;1;51;411;31;462;301;12
4;1;32;414;23;478;405;12
3;1;51;367;38;377;396;12
3;1;49;344;38;379;343;12
1;1;104;446;73;503;361;12
1;2;31;0;0;12;1;12
1;1;94;461;68;503;298;12
1;1;95;377;56;503;275;12
3;1;51;387;30;431;347;12
3;1;51;405;30;462;302;12
2;1;40;340;27;542;394;12
1;1;102;444;77;511;483;12
1;1;94;336;63;406;287;11
3;1;51;361;34;391;389;12
1;1;95;454;68;503;333;12
3;1;52;385;33;431;362;12
3;1;51;385;31;431;342;12
1;1;100;466;68;503;340;12
1;2;16;0;0;51;0;12
3;1;51;347;35;377;428;12
1;1;104;442;71;503;342;12
1;1;94;449;63;503;331;12
1;1;94;472;73;511;426;12
1;1;95;459;70;503;328;12
1;1;96;396;57;503;287;12
2;2;27;0;0;121;0;12
4;1;31;290;23;522;425;12
4;1;32;420;22;445;464;12
1;1;95;380;57;503;278;12
3;1;51;335;39;367;409;12
4;1;31;312;22;522;507;12
3;1;51;392;37;431;447;12
3;1;49;311;33;379;328;12
4;1;31;457;26;602;488;11
3;2;11;0;0;145;16;12
4;1;32;482;17;519;351;12
1;2;16;0;0;51;0;12
1;2;33;0;0;51;0;12
1;1;95;424;63;503;313;12
1;1;94;343;56;503;312;12
2;1;40;364;27;542;444;12
4;1;31;481;22;514;331;12
4;1;31;334;23;522;358;12
4;2;12;0;0;86;1;12
3;1;50;340;37;413;319;12
1;1;94;422;62;503;308;12
3;1;51;412;31;431;333;12
4;1;32;418;24;478;469;12
1;1;106;442;81;463;476;12
4;1;32;387;22;522;447;12
2;1;39;387;30;514;509;12
3;2;11;0;0;145;14;12
1;1;105;446;71;511;377;12
3;1;52;401;38;431;432;12
1;1;95;423;61;503;305;12
3;1;51;318;39;377;460;12
1;1;94;428;65;511;371;12
1;1;105;446;79;472;469;12
1;1;94;452;64;503;326;12
3;1;51;384;31;431;336;12
2;1;38;470;27;517;334;12
3;1;48;317;34;367;365;12
1;1;94;438;66;511;370;12
3;1;39;365;32;433;325;12
3;1;51;383;36;391;384;12
3;1;51;425;37;398;393;12
1;1;105;428;68;511;371;12
2;1;39;328;27;542;464;12
3;1;51;414;38;398;418;12
1;1;95;429;66;511;372;12
4;1;31;232;22;522;510;12
4;2;12;0;0;206;1;12
2;1;40;375;29;542;412;12
4;1;31;360;23;522;424;12
1;1;104;436;67;503;342;12
1;1;103;461;76;511;456;12
1;1;104;470;77;511;415;12
3;1;51;296;37;377;426;12
1;1;105;465;78;511;434;12
3;1;51;345;37;377;386;12
2;2;27;0;0;121;1;12
1;1;96;428;58;503;284;12
3;1;51;347;38;377;391;12
1;1;105;428;80;484;466;12
4;2;12;0;0;206;21;12
4;2;12;0;0;206;0;12
1;1;105;442;73;511;386;12
1;1;101;460;67;503;344;12
2;1;39;328;28;542;447;12
3;1;51;311;39;377;461;12
3;1;50;301;38;367;389;12
1;1;104;457;72;503;349;12
4;2;12;0;0;206;1;12
1;1;104;445;75;511;460;12
2;2;27;0;0;121;0;12
1;1;103;446;75;511;464;12
3;1;50;282;34;367;320;12
1;1;103;472;77;511;430;12
3;2;11;0;0;145;0;12
3;1;49;321;34;379;322;12
3;1;51;355;40;367;408;12
3;1;51;366;41;369;401;12
2;1;38;529;29;539;445;12
1;1;103;483;78;511;425;12
1;1;105;481;73;511;425;12
1;2;33;0;0;51;1;12
1;1;105;442;81;472;474;12
1;1;95;430;67;511;371;12
3;1;48;297;36;367;356;12
3;2;11;0;0;145;0;12
1;1;102;316;85;525;441;12
4;1;31;255;23;522;468;12
1;2;32;0;0;39;0;12
2;1;40;403;30;542;423;12
2;1;39;486;30;542;436;12
1;1;105;400;84;525;482;12
3;1;51;348;40;369;396;12
1;1;86;484;75;466;370;11
1;1;105;443;79;472;476;12
3;1;51;296;38;377;444;12
2;2;27;0;0;121;0;12
4;2;12;0;0;86;1;12
4;2;12;0;0;86;2;12
4;1;31;424;23;514;354;12
4;1;31;457;22;522;264;12
1;1;105;401;80;525;477;12
3;1;48;263;35;367;354;12
2;2;28;0;0;14;0;12
4;1;31;275;23;522;479;12
4;1;31;443;21;522;253;12
1;1;105;485;74;511;426;12
1;1;104;457;81;472;467;12
2;2;27;0;0;121;0;12
3;1;51;363;40;367;404;12
3;2;11;0;0;145;0;12
3;1;51;327;38;367;414;12
1;2;33;0;0;39;1;12
2;1;39;333;30;514;508;12
3;1;51;366;37;377;389;12
2;1;38;474;28;517;360;12
1;1;94;427;67;511;359;12
4;2;12;0;0;86;0;12
4;1;31;249;23;522;507;12
3;1;49;318;38;413;350;12
3;1;50;320;39;413;326;12
2;2;27;0;0;121;12;12
1;1;93;430;67;511;367;12
1;1;103;470;76;511;434;12
4;1;31;462;23;514;341;12
2;2;28;0;0;14;1;12
4;1;31;466;23;522;275;12
4;2;12;0;0;2;1;12
1;2;32;0;0;39;1;12
1;2;16;0;0;51;8;12
1;1;103;476;76;500;466;12
1;2;32;0;0;39;0;12
1;1;105;477;76;511;329;12
3;1;50;343;37;413;323;12
4;1;32;379;24;621;469;12
3;1;51;365;37;377;397;12
1;1;106;411;80;463;473;12
4;1;26;365;19;522;243;12
1;2;32;0;0;39;1;12
4;1;31;332;22;522;414;12
1;1;103;472;77;511;429;12
1;1;104;463;77;511;462;12
3;2;11;0;0;145;25;12
1;1;106;441;81;463;472;12
1;1;104;439;80;472;467;12
3;1;49;348;37;379;299;12
1;1;103;471;73;511;457;12
1;1;104;462;78;511;453;12
2;1;40;338;33;402;307;11
1;1;103;469;75;511;435;12
1;1;86;359;68;436;460;11
1;1;105;489;76;511;437;12
1;1;103;445;75;511;460;12
1;2;16;0;0;12;0;12
3;1;51;336;39;367;407;12
1;1;105;475;73;511;428;12
2;1;39;355;30;514;469;12
3;1;49;294;37;413;336;12
1;1;103;488;76;500;454;12
3;1;36;264;21;318;327;11
1;1;106;435;81;463;488;12
3;1;49;340;37;379;304;12
1;2;33;0;0;39;0;12
1;1;105;478;75;511;428;12
3;1;50;295;36;367;324;12
3;2;11;0;0;145;0;12
4;1;32;590;26;621;423;12
3;1;51;348;39;367;398;12
3;1;51;347;38;367;403;12
4;1;32;309;22;522;373;12
4;2;12;0;0;86;70;12
3;2;11;0;0;45;143;12
3;1;50;320;37;367;369;12
4;2;12;0;0;86;1;12
3;1;50;319;37;367;378;12
1;1;104;470;76;511;412;12
1;1;106;446;82;463;477;12
1;1;103;462;77;511;449;12
1;2;32;0;0;12;1;12
1;1;106;438;84;484;477;12
1;2;32;0;0;12;1;12
1;1;102;470;77;511;461;12
1;1;98;319;66;440;382;11
1;1;103;464;75;511;447;12
1;1;103;467;75;511;448;12
1;2;33;0;0;39;1;12
1;1;105;448;80;472;485;12
4;1;32;303;20;522;308;12
4;1;32;305;20;522;374;12
4;1;32;332;18;522;317;12
3;1;50;343;38;413;318;12
3;1;51;321;38;367;430;12
3;2;11;0;0;45;0;12
4;2;12;0;0;25;84;12
1;1;103;471;74;511;443;12
3;2;11;0;0;145;0;12
1;2;33;0;0;39;11;12
1;1;103;501;76;502;458;12
3;2;11;0;0;45;0;12
3;1;50;285;35;367;318;12
1;1;105;451;81;472;473;12
3;2;9;0;0;45;0;12
1;1;102;480;73;511;412;12
3;1;38;327;33;347;416;11
1;1;104;461;77;511;453;12
4;1;32;435;24;621;475;12
3;1;48;316;36;367;371;12
1;1;103;470;78;511;449;12
3;1;48;317;35;367;370;12
3;1;48;316;36;367;371;12
1;1;106;415;81;504;471;12
3;2;11;0;0;45;1;12
4;2;12;0;0;2;0;12
3;2;11;0;0;45;0;12
1;1;105;414;81;504;473;12
1;2;33;0;0;39;0;12
1;1;94;336;64;406;305;11
1;1;105;413;81;463;484;12
3;1;49;318;36;413;347;12
2;2;27;0;0;121;71;12
3;1;49;335;37;413;292;12
1;1;103;471;77;511;444;12
1;1;102;478;78;511;432;12
1;1;104;446;79;472;480;12
1;2;32;0;0;39;1;12
3;2;11;0;0;45;0;12
3;1;50;295;37;367;352;12
3;1;48;323;37;413;319;12
4;1;32;307;21;522;306;12
3;1;49;344;38;379;320;12
1;1;94;307;57;406;321;11
3;1;48;326;35;374;348;12
3;1;48;265;35;367;344;12
1;1;103;323;83;525;451;12
2;2;27;0;0;32;85;12
4;1;31;483;23;514;335;12
1;1;104;427;90;525;464;12
2;1;39;371;30;514;515;12
1;1;104;424;85;525;457;12
2;2;27;0;0;121;0;12
2;2;28;0;0;32;0;12
1;1;101;332;84;525;428;12
3;1;49;315;33;374;336;12
1;1;106;444;81;463;479;12
2;2;28;0;0;32;1;12
4;1;32;385;24;621;471;12
1;1;106;441;81;463;490;12
1;1;87;433;68;346;517;11
2;2;28;0;0;14;1;12
1;1;104;380;86;525;445;12
1;1;104;438;76;472;472;12
1;1;106;450;82;463;479;12
3;2;11;0;0;3;43;12
1;2;33;0;0;39;1;12
3;1;48;343;35;367;375;12
3;1;48;349;36;367;367;12
1;1;104;438;76;472;469;12
1;1;105;439;79;472;478;12
1;1;105;437;75;472;471;12
3;1;44;279;33;433;325;12
1;1;104;448;80;472;485;12
3;1;48;295;35;367;350;12
1;1;87;474;72;506;363;11
3;1;38;341;33;433;359;12
3;1;48;296;35;367;354;12
1;1;105;417;82;504;472;12
4;1;31;576;27;552;503;11
1;1;97;393;75;525;378;12
2;1;39;345;30;514;507;12
1;1;103;363;86;525;453;12
4;2;12;0;0;86;1;12
1;1;105;443;78;472;461;12
1;2;33;0;0;3;0;12
1;1;106;432;83;484;465;12
1;1;104;377;88;525;442;12
3;1;45;293;35;433;354;12
1;1;105;432;81;484;463;12
3;1;49;317;34;374;337;12
2;2;28;0;0;32;12;12
1;1;104;379;86;525;444;12
1;1;105;438;78;472;464;12
1;1;105;456;82;463;466;12
3;1;46;296;35;430;355;12
4;1;31;432;22;621;370;12
1;1;99;374;76;525;383;12
3;1;49;353;37;413;298;12
4;1;31;453;22;514;349;12
3;1;48;339;35;367;368;12
1;2;33;0;0;39;0;12
1;1;105;440;79;472;446;12
2;1;39;352;30;514;521;12
1;2;32;0;0;12;1;12
3;1;48;317;35;367;352;12
3;1;50;326;38;413;305;12
3;1;44;283;34;433;327;12
4;1;31;476;24;514;334;12
4;1;31;510;23;522;287;12
3;1;45;279;34;433;332;12
3;1;49;293;36;413;360;12
1;2;33;0;0;12;1;12
1;2;33;0;0;39;0;12
1;2;32;0;0;3;0;12
1;2;28;0;0;10;1;11
4;1;32;409;25;621;478;12
4;1;31;436;23;621;378;12
3;1;50;349;39;413;319;12
3;1;50;339;36;413;315;12
1;1;105;437;78;472;447;12
3;1;38;321;29;347;396;11
1;1;105;450;81;463;466;12
3;1;40;362;32;433;348;12
2;2;28;0;0;14;1;12
1;1;105;438;82;463;489;12
1;1;98;378;78;525;383;12
4;1;32;417;26;429;549;11
4;1;32;500;24;621;454;12
1;1;87;508;70;510;317;11
3;1;49;333;36;413;266;12
1;2;33;0;0;39;0;12
4;1;32;417;25;621;520;12
3;2;9;0;0;3;0;12
1;1;106;410;79;463;464;12
4;1;32;378;23;621;464;12
3;1;37;395;32;402;345;11
1;1;105;392;87;525;442;12
1;2;28;0;0;10;1;11
1;1;105;406;80;504;510;12
4;2;12;0;0;14;24;12
1;1;86;412;72;436;449;11
1;1;106;437;80;463;470;12
4;2;12;0;0;2;12;12
1;1;104;381;85;525;443;12
3;1;41;337;34;433;346;12
4;1;31;473;22;514;342;12
1;1;106;434;81;484;461;12
3;2;9;0;0;3;0;12
1;1;98;369;79;525;399;12
3;1;38;372;32;433;286;12
3;1;49;348;37;379;281;12
4;1;32;492;25;621;466;12
4;2;12;0;0;2;0;12
1;1;105;442;81;463;475;12
1;1;98;368;79;525;391;12
3;1;50;320;38;413;303;12
2;2;28;0;0;19;12;12
2;1;40;261;34;392;416;11
4;2;12;0;0;86;1;12
2;2;28;0;0;19;0;12
3;1;49;326;37;413;316;12
2;1;40;248;33;392;354;11
3;2;11;0;0;3;1;12
2;2;28;0;0;14;1;12
2;1;41;307;36;392;471;12
4;2;12;0;0;63;0;12
4;2;12;0;0;89;1;12
1;2;28;0;0;10;1;11
2;1;40;420;31;514;445;12
1;1;87;504;70;521;360;11
1;1;104;382;86;525;447;12
3;1;38;401;33;409;411;11
1;1;99;307;66;440;341;11
1;1;87;486;76;525;391;11
1;1;104;391;86;525;442;12
1;1;97;394;76;525;383;12
2;2;28;0;0;14;12;12
1;1;92;279;54;406;322;11
3;1;38;403;32;433;301;12
3;1;48;324;38;418;344;12
3;2;11;0;0;3;1;12
3;1;45;315;36;433;352;12
1;2;33;0;0;3;0;12
1;1;99;381;73;525;378;12
1;2;28;0;0;10;1;11
1;1;102;320;85;525;427;12
3;1;39;348;31;433;329;12
2;2;28;0;0;14;1;12
1;1;105;449;82;463;480;12
4;1;32;502;26;621;501;12
1;1;103;385;84;525;440;12
1;2;33;0;0;3;0;12
4;1;31;521;25;541;510;11
4;1;31;531;26;541;505;11
4;1;32;547;24;621;389;12
3;2;9;0;0;3;0;12
3;1;50;318;39;413;323;12
3;1;41;331;34;433;327;12
2;2;28;0;0;19;1;12
1;2;33;0;0;39;0;12
2;1;40;349;34;392;457;12
3;2;9;0;0;3;0;12
1;1;101;380;88;525;403;12
4;1;32;230;24;385;414;11
1;1;105;396;83;525;452;12
3;1;39;350;32;433;323;12
4;2;12;0;0;63;1;12
3;1;41;337;33;433;350;12
4;1;32;485;24;621;473;12
2;2;28;0;0;153;1;11
3;1;46;301;35;422;354;12
1;1;101;372;86;525;411;12
1;1;104;381;87;525;439;12
1;2;16;0;0;3;37;12
4;1;32;445;26;621;478;12
3;1;46;296;36;427;362;12
4;1;32;549;27;602;492;12
1;1;103;363;85;525;449;12
2;2;28;0;0;14;1;12
3;1;38;415;32;433;366;11
1;1;81;202;38;247;262;10
4;1;32;431;23;621;457;12
3;1;49;310;38;413;346;12
3;1;48;320;37;422;348;12
1;1;104;419;86;525;462;12
1;1;104;398;83;525;452;12
1;1;104;375;88;525;439;12
3;1;45;279;33;433;338;12
3;1;38;372;31;433;317;12
3;1;46;292;35;430;360;12
1;1;98;381;72;525;377;12
4;2;12;0;0;89;0;12
3;1;48;325;36;413;316;12
2;1;40;259;33;392;410;11
1;1;102;317;87;525;461;12
4;1;32;423;27;431;610;11
4;2;12;0;0;63;0;12
3;1;36;306;25;310;249;11
4;2;12;0;0;151;0;11
3;1;46;316;37;422;354;12
4;1;32;450;26;621;477;12
1;1;104;418;84;525;410;12
1;2;33;0;0;39;1;12
1;1;104;378;86;525;443;12
3;1;38;396;31;433;297;12
3;1;41;299;34;433;353;12
4;1;32;441;24;621;476;12
1;1;103;324;84;525;450;12
1;1;100;357;82;525;415;12
1;1;99;368;74;525;378;12
3;2;11;0;0;3;0;12
4;1;32;492;26;621;480;12
1;1;99;370;78;525;399;12
1;2;31;0;0;12;1;12
3;1;38;404;34;433;370;11
1;1;104;388;88;525;439;12
1;1;105;389;87;525;434;12
3;1;38;391;32;433;315;12
1;1;96;392;74;525;378;12
3;1;39;359;30;433;327;12
1;1;99;365;73;525;386;12
1;1;103;382;83;525;436;12
2;2;28;0;0;153;0;12
4;1;32;480;25;621;479;12
3;1;44;279;32;433;327;12
4;1;32;484;25;621;440;12
1;1;85;326;64;377;446;11
4;2;12;0;0;89;0;12
1;1;101;357;84;525;424;12
1;2;33;0;0;12;1;12
4;1;32;593;26;621;399;12
4;1;32;504;27;621;454;12
1;1;88;478;76;525;391;11
3;1;38;373;32;433;320;12
1;1;88;447;78;525;392;11
4;1;32;518;27;602;458;12
2;2;28;0;0;14;0;12
3;1;39;386;31;433;318;12
3;1;39;356;32;433;318;12
1;1;103;425;84;525;470;12
1;1;103;320;82;525;445;12
4;1;32;474;26;602;462;11
4;1;32;275;21;338;344;11
1;2;33;0;0;12;1;12
1;1;102;320;85;525;437;12
1;1;103;330;85;525;445;12
3;1;38;378;32;433;297;12
1;1;86;429;68;346;507;11
2;1;40;365;32;402;261;11
1;1;104;378;85;525;448;12
1;1;86;496;77;525;385;11
1;1;103;326;85;525;449;12
1;1;100;372;79;525;396;12
2;2;28;0;0;124;0;12
1;1;98;370;79;525;399;12
1;1;86;444;75;436;408;11
1;1;103;419;86;525;437;12
3;1;38;390;31;433;290;12
2;2;28;0;0;19;0;12
3;1;39;358;33;433;319;12
1;1;102;314;82;525;441;12
1;2;32;0;0;12;1;12
1;2;32;0;0;12;1;12
3;1;38;396;33;433;363;11
1;1;84;318;59;389;345;11
3;1;38;392;30;433;348;11
1;1;86;410;72;436;422;11
4;2;12;0;0;89;1;11
1;1;104;366;85;525;457;12
3;2;11;0;0;2;1;12
1;1;85;389;67;367;508;11
1;1;103;318;82;525;443;12
4;1;32;483;24;621;430;12
3;1;38;408;33;433;378;11
3;1;40;374;32;433;346;12
1;2;16;0;0;12;1;12
4;1;31;552;25;552;486;11
4;1;32;453;27;431;608;11
1;1;95;300;56;406;345;11
